unit_id,unit_name,property_id,status,bedroom,bathroom,beds,guests,deleted_at,capacity,created_at,updated_at,temp_column,unit_type_id,old_unit_id
UN0619,Moyo & Son Surf Stay - 109 - Dorm 4,PR0193,2,2,,,,2018-09-06 00:00,,2018-05-01 00:00,2023-04-28 04:26,,266,
UN0620,Moyo & Son Surf Stay - 109 - Dorm 5,PR0193,2,4,,,,2022-05-21 00:00,,2017-10-31 00:00,2023-04-28 04:26,,269,
UN0621,Moyo & Son Surf Stay - 109 - Dorm 6,PR0193,2,4,,,,2022-05-21 00:00,,2017-10-31 00:00,2023-04-28 04:26,,269,
UN0622,Moyo & Son Surf Stay - 109 - Dorm 7,PR0193,2,4,,,,2022-05-21 00:00,,2017-10-31 00:00,2023-04-28 04:26,,269,
UN0623,Moyo & Son Surf Stay - 109 - Dorm 8,PR0193,2,3,,,,2022-05-21 00:00,,2017-10-31 00:00,2023-04-28 04:26,,267,
UN0624,Moyo & Son Surf Stay - 201 - Twin,PR0193,2,3,,,,2018-09-12 00:00,,2017-11-06 00:00,2023-04-28 04:26,,267,
UN0625,Moyo & Son Surf Stay - 202 - Twin,PR0193,2,2,,,,2022-05-21 00:00,,2017-10-31 00:00,2023-04-28 04:26,,266,
UN0626,Moyo & Son Surf Stay - 203 - Twin,PR0193,2,1,,,,2022-05-21 00:00,,2018-09-09 00:00,2023-04-28 04:26,,268,
UN0627,Moyo & Son Surf Stay - 204 - Double,PR0193,2,2,,,,2018-09-20 00:00,,2018-03-20 00:00,2023-04-28 04:26,,266,
UN0628,Moyo & Son Surf Stay - 205 - Double,PR0193,2,4,,,,2018-05-03 00:00,,2017-11-21 00:00,2023-04-28 04:26,,269,
UN0629,Moyo & Son Surf Stay - 206 - Double,PR0193,2,1,,,,2019-01-19 00:00,,2017-11-15 00:00,2023-04-28 04:26,,268,
UN0630,Moyo & Son Surf Stay - 207 - Double,PR0193,2,3,,,,2018-07-13 00:00,,2017-12-03 00:00,2023-04-28 04:26,,267,
UN0631,Moyo & Son Surf Stay - 301 - Double,PR0193,2,3,,,,2018-08-10 00:00,,2018-08-08 00:00,2023-04-28 04:26,,267,
UN0632,Moyo & Son Surf Stay - 302 - Double,PR0193,2,1,,,,2018-09-10 00:00,,2018-04-05 00:00,2023-04-28 04:26,,268,
UN0633,Moyo & Son Surf Stay - 303 - Double,PR0193,2,2,,,,2018-10-09 00:00,,2018-04-04 00:00,2023-04-28 04:26,,266,
UN0634,Moyo & Son Surf Stay - 304 - Double,PR0193,2,1,,,,2022-05-21 00:00,,2017-10-31 00:00,2023-04-28 04:26,,268,
UN0635,Moyo & Son Surf Stay - 305 - Double,PR0193,2,3,,,,2022-05-21 00:00,,2017-10-31 00:00,2023-04-28 04:26,,267,
UN0636,Moyo & Son Surf Stay - 306 - Double,PR0193,2,3,,,,2022-05-21 00:00,,2017-10-31 00:00,2023-04-28 04:26,,267,
UN0637,My Rock-a-Villa,PR0143,2,2,,,,2017-12-30 00:00,,2017-12-29 00:00,2023-04-28 04:26,,270,
UN0638,My Villa 2BR,PR0292,2,4,,,,2018-04-03 00:00,,2018-03-31 00:00,2023-04-28 04:26,,271,
UN0639,My Villa 3BR,PR0292,2,4,,,,2018-04-03 00:00,,2018-03-31 00:00,2023-04-28 04:26,,271,
UN0640,Ndalem Kasongan - 1,PR0079,2,4,,,,2022-02-09 08:37,,,2023-04-28 04:26,,272,
UN0641,Ndalem Kasongan - 2,PR0079,2,1,,,,2022-02-09 08:37,,,2023-04-28 04:26,,273,
UN0642,Ndalem Kasongan - 3 (shared bathroom),PR0079,2,1,,,,2022-02-09 08:37,,,2023-04-28 04:26,,273,
UN0643,Ndalem Kasongan - 4 (shared bathroom),PR0079,2,4,,,,2022-02-09 08:37,,,2023-04-28 04:26,,272,
UN0644,Ndalem Kasongan - 5,PR0079,2,2,,,,2022-02-09 08:37,,,2023-04-28 04:26,,274,
UN0645,Ndalem Natan - 1,PR0194,2,3,,,,2022-02-09 08:38,,,2023-04-28 04:26,,276,
UN0646,Ndalem Natan - 2,PR0194,2,1,,,,2022-02-09 08:38,,,2023-04-28 04:26,,277,
UN0647,Ndalem Natan - 3,PR0194,2,2,,,,2022-02-09 08:38,,,2023-04-28 04:26,,278,
UN0648,Ndalem Natan - 4,PR0194,2,3,,,,2022-02-09 08:38,,,2023-04-28 04:26,,276,
UN0649,Ndalem Natan - 5,PR0194,2,3,,,,2022-02-09 08:38,,,2023-04-28 04:26,,276,
UN0650,Ndalem Natan - 6,PR0194,2,2,,,,2022-02-09 08:38,,,2023-04-28 04:26,,278,
UN0651,Ndalem Ngabean Double 1,PR0144,2,3,,,,2019-07-09 00:00,,2017-12-18 00:00,2023-04-28 04:26,,279,
UN0652,Ndalem Ngabean Double 2 - 2BR,PR0144,2,3,,,,2019-07-07 00:00,,2017-11-12 00:00,2023-04-28 04:26,,279,
UN0653,Ndalem Ngabean Double - 3,PR0144,2,4,,,,2019-07-07 00:00,,2017-11-12 00:00,2023-04-28 04:26,,280,
UN0654,Ndalem Ngabean Double 4 - 3BR,PR0144,2,1,,,,2019-07-07 00:00,,2017-11-12 00:00,2023-04-28 04:26,,281,
UN0655,Ndalem Ngabean Double - 5,PR0144,2,4,,,,2019-07-07 00:00,,2017-11-12 00:00,2023-04-28 04:26,,280,
UN0656,Ndalem Ngabean Double - 6,PR0144,2,3,,,,2019-07-07 00:00,,2017-11-12 00:00,2023-04-28 04:26,,279,
UN0657,Ndalem Ngabean Family - 1,PR0144,2,4,,,,2019-07-07 00:00,,2017-12-25 00:00,2023-04-28 04:26,,280,
UN0658,Ndalem Ngabean Family - 2,PR0144,2,1,,,,2017-11-15 00:00,,2017-11-12 00:00,2023-04-28 04:26,,281,
UN0659,Ndalem Ngabean Family - 3,PR0144,2,4,,,,2019-07-07 00:00,,2017-11-12 00:00,2023-04-28 04:26,,280,
UN0660,Ndalem Ngabean Family - 4,PR0144,2,4,,,,2019-07-07 00:00,,2017-11-12 00:00,2023-04-28 04:26,,280,
UN0661,Ndalem Ngabean Family - 5,PR0144,2,1,,,,2019-07-07 00:00,,2017-11-12 00:00,2023-04-28 04:26,,281,
UN0662,Ndalem Ngabean Family - 6,PR0144,2,1,,,,2019-07-07 00:00,,2017-11-12 00:00,2023-04-28 04:26,,281,
UN0663,Ndalem Ngabean Family - 7,PR0144,2,3,,,,2019-07-07 00:00,,2017-11-12 00:00,2023-04-28 04:26,,279,
UN0664,Ndalem Panembahan - 1,PR0293,2,1,1,1,2,2023-03-02 06:23,2,2017-12-23 00:00,2023-04-28 04:26,,282,
UN0666,Ndalem Panembahan - 3,PR0293,2,1,0,0,0,2023-03-02 05:08,,2017-12-23 00:00,2023-04-28 04:26,,283,
UN0668,Ndalem Panembahan - 5,PR0293,2,1,0,0,0,2023-03-02 05:08,,2017-12-23 00:00,2023-04-28 04:26,,283,
UN0669,Ndalem Panembahan - 6,PR0293,2,1,,,,2023-03-02 05:08,,2017-12-23 00:00,2023-04-28 04:26,,284,
UN0671,Lot 3,PR0242,1,3,4,3,8,,8,2013-10-01 00:00,2023-04-28 04:26,,285,
UN0672,Lot 6,PR0196,1,3,3,3,8,,8,2015-06-01 00:00,2023-04-28 04:26,,286,
UN0673,Ocho Bali Villa - Deluxe,PR0145,2,3,,,,2018-08-19 00:00,,2018-08-17 00:00,2023-04-28 04:26,,287,
UN0674,Ocho Bali Villa - Standard,PR0145,2,3,,,,2018-08-19 00:00,,2018-08-17 00:00,2023-04-28 04:26,,287,
UN0677,2A,PR0294,1,1,1,1,2,,2,2017-12-27 00:00,2023-04-28 04:26,,1162,
UN0678,2B,PR0294,1,1,1,1,3,,3,2018-07-06 00:00,2023-04-28 04:26,,288,
UN0679,3A,PR0294,1,1,1,1,3,,3,2017-11-18 00:00,2023-04-28 04:26,,290,
UN0680,3B,PR0294,1,1,1,1,2,,2,2017-11-18 00:00,2023-04-28 04:26,,289,
UN0683,Omah Lila - 1,PR0243,2,3,,,,2018-12-02 00:00,,2018-06-14 00:00,2023-04-28 04:26,,291,
UN0684,Omah Lila - 2,PR0243,2,1,,,,2018-10-24 00:00,,2018-03-02 00:00,2023-04-28 04:26,,292,
UN0685,Omah Lila - 2BR,PR0243,2,1,,,,2018-12-29 00:00,,2018-11-18 00:00,2023-04-28 04:26,,292,
UN0686,Omah Lila - 3,PR0243,2,2,,,,2018-12-28 00:00,,2018-04-30 00:00,2023-04-28 04:26,,293,
UN0687,Omah Lila - 3BR,PR0243,2,2,,,,2019-02-22 00:00,,2017-10-17 00:00,2023-04-28 04:26,,293,
UN0688,Padang Padang View - 1,PR0197,2,1,1,1,2,2023-02-27 08:35,2,2017-05-31 00:00,2023-04-28 04:26,,295,
UN0689,Padang Padang View - 2,PR0197,2,1,1,1,2,2023-02-27 08:35,2,2017-05-31 00:00,2023-04-28 04:26,,295,
UN0690,Padang Padang View - 3,PR0197,2,1,1,1,2,2023-02-27 08:35,2,2017-06-03 00:00,2023-04-28 04:26,,295,
UN0691,Padang Padang View - 4,PR0197,2,1,1,1,2,2023-02-27 08:35,2,2017-06-12 00:00,2023-04-28 04:26,,295,
UN0692,Peacock Ubud Inn - 1,PR0146,2,2,,,,2017-08-05 00:00,,2017-02-05 00:00,2023-04-28 04:26,,296,
UN0693,Peacock Ubud Inn - 10,PR0146,2,1,,,,2017-08-05 00:00,,2017-02-05 00:00,2023-04-28 04:26,,297,
UN0694,Peacock Ubud Inn - 11,PR0146,2,4,,,,2017-08-05 00:00,,2017-02-05 00:00,2023-04-28 04:26,,298,
UN0695,Peacock Ubud Inn - 2,PR0146,2,3,,,,2017-08-05 00:00,,2017-02-05 00:00,2023-04-28 04:26,,299,
UN0696,Peacock Ubud Inn - 3,PR0146,2,2,,,,2017-08-05 00:00,,2017-02-05 00:00,2023-04-28 04:26,,296,
UN0697,Peacock Ubud Inn - 4,PR0146,2,3,,,,2017-08-05 00:00,,2017-02-05 00:00,2023-04-28 04:26,,299,
UN0698,Peacock Ubud Inn - 5,PR0146,2,2,,,,2017-08-05 00:00,,2017-02-05 00:00,2023-04-28 04:26,,296,
UN0699,Peacock Ubud Inn - 6,PR0146,2,2,,,,2017-08-05 00:00,,2017-02-05 00:00,2023-04-28 04:26,,296,
UN0700,Peacock Ubud Inn - 7,PR0146,2,4,,,,2017-08-05 00:00,,2017-02-05 00:00,2023-04-28 04:26,,298,
UN0701,Peacock Ubud Inn - 8,PR0146,2,1,,,,2017-08-05 00:00,,2017-02-05 00:00,2023-04-28 04:26,,297,
UN0702,Peacock Ubud Inn - 9,PR0146,2,3,,,,2017-08-05 00:00,,2017-02-05 00:00,2023-04-28 04:26,,299,
UN0703,Pendopo Andari Deluxe  - 7,PR0295,2,1,,,,2018-12-30 00:00,,2018-12-24 00:00,2023-04-28 04:26,,300,
UN0704,Pendopo Andari - 02,PR0295,2,4,,,,2018-12-30 00:00,,2018-12-24 00:00,2023-04-28 04:26,,301,
UN0705,Pendopo Andari - 03,PR0295,2,2,,,,2018-12-30 00:00,,2018-12-24 00:00,2023-04-28 04:26,,302,
UN0706,Pejaten Valley - Deluxe 1,PR0244,2,4,,,,2020-04-06 04:53,,,2023-04-28 04:26,,303,
UN0707,Pejaten Valley - Executive 1,PR0244,2,1,,,,2020-04-06 04:53,,,2023-04-28 04:26,,304,
UN0708,Pejaten Valley - Executive 2,PR0244,2,4,,,,2020-04-06 04:53,,,2023-04-28 04:26,,303,
UN0709,Pejaten Valley - Family Room 1,PR0244,2,1,,,,2020-04-06 04:53,,,2023-04-28 04:26,,304,
UN0710,Room 07 Downstairs,PR0198,2,1,1,1,2,2023-10-05 05:15,2,2017-06-09 00:00,2023-10-05 05:15,,1151,
UN0711,Room 08 Downstairs,PR0198,2,1,1,1,2,2023-10-05 05:15,2,2017-07-12 00:00,2023-10-05 05:15,,1151,
UN0712,Room 09 Downstairs,PR0198,2,1,1,1,2,2023-10-05 05:15,2,2017-05-28 00:00,2023-10-05 05:15,,1151,
UN0713,Room 10 Downstairs,PR0198,2,1,1,1,2,2023-10-05 05:15,2,2017-07-10 00:00,2023-10-05 05:15,,1151,
UN0714,Pondok Lulik - 11 (Deluxe downstairs),PR0198,2,1,1,1,2,2023-05-31 04:33,2,2017-05-28 00:00,2023-05-31 04:33,,305,
UN0715,Pondok Lulik - 12 (Deluxe upstairs),PR0198,2,1,1,1,2,2023-05-31 04:33,2,2017-05-28 00:00,2023-05-31 04:33,,305,
UN0716,Pondok Lulik - 14 (Deluxe upstairs),PR0198,2,1,1,1,2,2023-05-31 04:33,2,2017-05-28 00:00,2023-05-31 04:33,,305,
UN0717,Pondok Lulik - 15 (Deluxe upstairs),PR0198,2,1,1,1,2,2023-05-31 04:33,2,2018-12-19 00:00,2023-05-31 04:33,,305,
UN0718,Room 16 Upstairs,PR0198,2,1,1,1,2,2023-10-05 05:16,2,2017-08-15 00:00,2023-10-05 05:16,,1151,
UN0719,Pondok Lulik - 17 (Deluxe upstairs),PR0198,2,1,1,1,2,2023-05-31 04:33,2,2019-06-29 00:00,2023-05-31 04:33,,305,
UN0720,Room 18,PR0198,2,1,1,1,2,2023-10-05 01:19,2,2017-08-13 00:00,2023-10-05 01:19,,1153,
UN0721,Room 19,PR0198,2,1,1,1,2,2023-10-05 01:19,2,2017-05-28 00:00,2023-10-05 01:19,,1153,
UN0723,Pondok Lulik - Wooden 101 #D,PR0198,2,1,1,1,2,2023-05-31 04:33,2,2018-03-22 00:00,2023-05-31 04:33,,1148,
UN0724,Pondok Lulik - Wooden 102 #T,PR0198,2,1,1,1,2,2023-05-31 04:33,2,2018-12-19 00:00,2023-05-31 04:33,,1149,
UN0725,Wooden 103,PR0198,2,1,1,1,2,2023-10-05 05:18,2,2018-03-26 00:00,2023-10-05 05:18,,1149,
UN0726,Wooden 104,PR0198,2,1,0,0,0,2023-10-05 05:18,,2018-03-31 00:00,2023-10-05 05:18,,1148,
UN0727,Pramestha Resort Town - Alinda A8 - Bambang,PR0147,2,3,,,,2018-09-09 00:00,,2017-12-24 00:00,2023-04-28 04:26,,308,
UN0728,Pramestha Resort Town - Alinda A9 - Bambang,PR0147,2,3,,,,2018-09-09 00:00,,2017-12-24 00:00,2023-04-28 04:26,,308,
UN0729,Pramestha Resort Town - Alinda B22 - Bambang,PR0147,2,1,,,,2018-09-09 00:00,,2017-12-24 00:00,2023-04-28 04:26,,309,
UN0730,Pramestha Resort Town - ZIzi,PR0296,2,2,,,,2018-07-22 00:00,,2017-12-30 00:00,2023-04-28 04:26,,310,
UN0731,01,PR0245,2,1,1,1,2,2024-01-09 07:19,2,2016-04-08 00:00,2024-01-09 07:19,,312,
UN0732,02,PR0245,2,1,1,1,2,2024-01-09 07:19,2,2016-05-13 00:00,2024-01-09 07:19,,1154,
UN0733,03 (Downstairs),PR0245,1,1,1,2,2,2024-01-09 07:19,2,2016-04-07 00:00,2024-01-09 07:19,,311,
UN0734,04,PR0245,2,1,1,1,2,2024-01-09 07:19,2,2016-04-10 00:00,2024-01-09 07:19,,1154,
UN0735,05 (Downstairs),PR0245,1,1,1,1,2,2024-01-09 07:19,2,2016-03-17 00:00,2024-01-09 07:19,,1209,
UN0736,06 (Downstairs),PR0245,1,1,1,1,2,2024-01-09 07:19,2,2017-06-18 00:00,2024-01-09 07:19,,1209,
UN0737,07,PR0245,2,1,1,1,2,2024-01-09 07:19,2,2016-02-26 00:00,2024-01-09 07:19,,1154,
UN0738,08 (Upstairs),PR0245,1,1,1,1,2,2024-01-09 07:19,2,2016-04-09 00:00,2024-01-09 07:19,,311,
UN0739,09 (Upstairs),PR0245,1,1,1,1,2,2024-01-09 07:19,2,2017-07-12 00:00,2024-01-09 07:19,,1209,
UN0740,10,PR0245,2,1,1,1,2,2024-01-09 07:19,2,2016-10-02 00:00,2024-01-09 07:19,,1154,
UN0741,11,PR0245,2,1,1,1,2,2024-01-09 07:19,2,2017-07-16 00:00,2024-01-09 07:19,,311,
UN0742,12,PR0245,2,1,1,1,2,2024-01-09 07:19,2,2017-06-19 00:00,2024-01-09 07:19,,1154,
UN0743,A1,PR0245,2,1,1,1,2,2024-01-09 07:19,2,2017-07-06 00:00,2024-01-09 07:19,,312,
UN0744,A2,PR0245,2,1,1,1,2,2024-01-09 07:19,2,2017-07-29 00:00,2024-01-09 07:19,,1154,
UN0745,B1 (Downstairs),PR0245,1,1,1,1,2,2024-01-09 07:19,2,2018-08-07 00:00,2024-01-09 07:19,,311,
UN0746,B2,PR0245,2,1,1,1,2,2024-01-09 07:19,2,2017-07-19 00:00,2024-01-09 07:19,,1154,
UN0747,C1,PR0245,2,1,1,1,2,2024-01-09 07:19,2,2017-07-16 00:00,2024-01-09 07:19,,311,
UN0748,C2,PR0245,2,1,0,0,0,2024-01-09 07:19,,2017-07-19 00:00,2024-01-09 07:19,,313,
UN0749,D1,PR0245,2,1,1,1,2,2024-01-09 07:19,2,2017-09-23 00:00,2024-01-09 07:19,,311,
UN0750,D2 (Upstairs),PR0245,1,1,0,0,0,2024-01-09 07:19,,2018-08-10 00:00,2024-01-09 07:19,,1209,
UN0751,E (Downstairs),PR0245,1,1,1,1,2,2024-01-09 07:19,2,2017-07-11 00:00,2024-01-09 07:19,,1209,
UN0752,Family 1,PR0245,2,1,0,0,0,2024-01-09 07:19,,2016-02-26 00:00,2024-01-09 07:19,,313,
UN0753,Family 2,PR0245,2,1,0,0,0,2024-01-09 07:19,,2016-02-26 00:00,2024-01-09 07:19,,313,
UN0754,Puri Langenarjan - Superior 1,PR0199,2,2,,,,2019-01-01 00:00,,2018-01-30 00:00,2023-04-28 04:26,,316,
UN0755,Puri Langenarjan - Superior 2,PR0199,2,1,,,,2018-02-06 00:00,,2018-02-04 00:00,2023-04-28 04:26,,317,
UN0756,Puri Langenarjan - Superior 3,PR0199,2,1,,,,2018-09-18 00:00,,2018-01-20 00:00,2023-04-28 04:26,,317,
UN0757,Puri Langenarjan - Deluxe,PR0199,2,4,,,,2018-09-18 00:00,,2018-01-20 00:00,2023-04-28 04:26,,318,
UN0758,Puri Langenarjan - Executive,PR0199,2,2,,,,2018-09-18 00:00,,2018-01-20 00:00,2023-04-28 04:26,,316,
UN0759,Puri Minggiran - 1,PR0148,2,2,,,,2018-12-24 00:00,,2017-12-08 00:00,2023-04-28 04:26,,320,
UN0760,Puri Minggiran - 2,PR0148,2,3,,,,2018-08-06 00:00,,2017-12-24 00:00,2023-04-28 04:26,,321,
UN0761,Puri Minggiran - 3,PR0148,2,2,,,,2018-03-05 00:00,,2018-03-03 00:00,2023-04-28 04:26,,320,
UN0762,Puri Minggiran - 4,PR0148,2,2,,,,2019-01-22 00:00,,2018-07-22 00:00,2023-04-28 04:26,,320,
UN0763,Puri Minggiran - 5,PR0148,2,4,,,,2018-12-03 00:00,,2018-08-14 00:00,2023-04-28 04:26,,322,
UN0764,Puri Minggiran - 6,PR0148,2,1,,,,2019-01-22 00:00,,2017-12-08 00:00,2023-04-28 04:26,,323,
UN0765,Puri Minggiran - 7,PR0148,2,1,,,,2019-01-22 00:00,,2017-12-08 00:00,2023-04-28 04:26,,323,
UN0766,Puri Pandawa - Deluxe 1,PR0297,2,3,,,,2019-01-26 00:00,,2017-03-17 00:00,2023-04-28 04:26,,324,
UN0767,Puri Pandawa - Deluxe 2,PR0297,2,3,,,,2017-07-30 00:00,,2017-04-22 00:00,2023-04-28 04:26,,324,
UN0768,Puri Pandawa - Deluxe 3,PR0297,2,4,,,,2019-07-20 00:00,,2017-03-17 00:00,2023-04-28 04:26,,325,
UN0769,Puri Pandawa - Deluxe 4,PR0297,2,1,,,,2019-07-20 00:00,,2017-03-17 00:00,2023-04-28 04:26,,326,
UN0770,Puri Pandawa - Joglo 1,PR0297,2,4,,,,2018-03-30 00:00,,2018-03-23 00:00,2023-04-28 04:26,,325,
UN0771,Puri Pandawa - Joglo 2,PR0297,2,4,,,,2018-08-18 00:00,,2017-10-12 00:00,2023-04-28 04:26,,325,
UN0772,Puri Pandawa - Joglo 3,PR0297,2,4,,,,2019-07-20 00:00,,2017-03-17 00:00,2023-04-28 04:26,,325,
UN0773,Puri Pandawa - Joglo 4,PR0297,2,3,,,,2019-07-20 00:00,,2017-03-17 00:00,2023-04-28 04:26,,324,
UN0774,Puri Pandawa - Suite 1,PR0297,2,2,,,,2019-07-20 00:00,,2017-04-04 00:00,2023-04-28 04:26,,327,
UN0775,Puri Pandawa - Suite 2,PR0297,2,4,,,,2019-07-20 00:00,,2017-03-17 00:00,2023-04-28 04:26,,325,
UN0776,Puri Pandawa - Suite 3,PR0297,2,2,,,,2019-07-20 00:00,,2017-03-17 00:00,2023-04-28 04:26,,327,
UN0777,Puri Pandawa - Suite 4,PR0297,2,1,,,,2019-07-20 00:00,,2017-03-17 00:00,2023-04-28 04:26,,326,
UN0778,Puri Sabina - 01 (Standard),PR0389,2,1,1,1,,2022-05-27 00:00,,2019-04-16 00:00,2023-04-28 04:26,,328,
UN0779,Puri Sabina - 02 (standard),PR0389,2,1,1,1,2,2022-08-07 00:00,2,2017-08-09 00:00,2023-04-28 04:26,,329,
UN0780,Puri Sabina - 03 (deluxe),PR0389,2,1,0,0,,2021-03-15 00:00,,2017-11-18 00:00,2023-04-28 04:26,,330,
UN0781,Puri Sabina - 04 (deluxe),PR0389,2,1,0,0,0,2022-08-22 00:00,,2019-04-16 00:00,2023-04-28 04:26,,331,
UN0782,Puri Sabina - 05 (deluxe),PR0389,2,1,1,1,2,2022-01-03 00:00,2,2017-08-13 00:00,2023-04-28 04:26,,329,
UN0783,Puri Sabina - 06 (Deluxe Pool View),PR0389,2,1,0,0,0,2019-09-28 00:00,,2018-01-20 00:00,2023-04-28 04:26,,331,
UN0784,Puri Sabina - 06 (Deluxe Pool View),PR0389,2,1,0,0,0,2022-07-07 16:47,,2017-08-09 00:00,2023-04-28 04:26,,331,
UN0785,Puri Sabina - Standard,PR0389,2,1,0,0,0,2020-01-30 00:00,,2017-09-10 00:00,2023-04-28 04:26,,331,
UN0786,Rajaklana - Stone house 1,PR0014,2,3,,,,2022-02-09 08:36,,,2023-04-28 04:26,,36,
UN0787,Rajaklana - Wood house 1,PR0014,2,4,,,,2022-02-09 08:36,,,2023-04-28 04:26,,37,
UN0788,Rama Village #1 - Shita 1,PR0200,2,1,1,1,3,2022-11-22 08:19,3,,2023-04-28 04:26,,333,
UN0789,Rama Village #1 - Shita 2,PR0200,2,1,1,1,3,2022-11-22 08:19,3,2016-02-14 00:00,2023-04-28 04:26,,333,
UN0790,Rama Village #2 - Laksamana 1,PR0200,2,1,1,1,2,2022-11-22 08:19,2,2016-08-12 00:00,2023-04-28 04:26,,334,
UN0791,Rama Village #2 - Laksamana 2,PR0200,2,1,1,1,3,2022-11-22 08:19,3,2018-03-02 00:00,2023-04-28 04:26,,333,
UN0792,Rama Village #3 - Barata 1,PR0200,2,1,1,1,3,2022-11-22 08:19,3,2016-01-29 00:00,2023-04-28 04:26,,333,
UN0793,Rama Village #4 - Barata 2,PR0200,2,1,5,1,2,2022-11-22 08:19,2,2017-06-27 00:00,2023-04-28 04:26,,335,
UN0794,Rama Village #5 - Satrugna 1,PR0200,2,1,1,1,3,2022-11-22 08:19,3,2017-09-20 00:00,2023-04-28 04:26,,333,
UN0795,Rama Village #5 - Satrugna 2,PR0200,2,1,1,1,3,2022-11-22 08:19,3,2016-02-07 00:00,2023-04-28 04:26,,333,
UN0797,Redsalt - Joglo 3br,PR0255,2,3,,,,2019-07-19 00:00,,2016-07-24 00:00,2023-04-28 04:26,,67,
UN0798,Redsalt - Lumbung 1,PR0255,2,4,,,,2019-07-19 00:00,,2016-07-24 00:00,2023-04-28 04:26,,66,
UN0799,Redsalt - Lumbung 2,PR0255,2,3,,,,2018-10-02 00:00,,2018-01-03 00:00,2023-04-28 04:26,,67,
UN0800,Riverside - Family 1,PR0149,2,1,,,,2019-04-20 00:00,,2017-12-23 00:00,2023-04-28 04:26,,336,
UN0801,Riverside - Family 2,PR0149,2,3,,,,2019-06-11 00:00,,2018-09-08 00:00,2023-04-28 04:26,,337,
UN0802,Riverside - Romantic 1,PR0149,2,1,,,,2019-06-11 00:00,,2018-03-25 00:00,2023-04-28 04:26,,336,
UN0803,Riverside - Romantic 2,PR0149,2,3,,,,2018-08-28 00:00,,2018-08-22 00:00,2023-04-28 04:26,,337,
UN0804,Roemah Boedi - Keputren 1,PR0298,2,2,,,,2020-07-12 07:28,,2017-12-02 00:00,2023-04-28 04:26,,338,
UN0805,Roemah Boedi - Keputren 2,PR0298,2,4,,,,2020-07-12 07:28,,2017-12-02 00:00,2023-04-28 04:26,,339,
UN0806,Roemah Boedi - Keputren 3,PR0298,2,1,,,,2020-07-12 07:28,,2017-12-02 00:00,2023-04-28 04:26,,340,
UN0807,Roemah Boedi - Keputren 4,PR0298,2,2,,,,2020-07-12 07:28,,2017-12-02 00:00,2023-04-28 04:26,,338,
UN0808,Roemah Boedi - Keputren 5,PR0298,2,1,,,,2020-07-12 07:28,,2017-12-02 00:00,2023-04-28 04:26,,340,
UN0809,Roemah Boedi - Keputren 6,PR0298,2,1,,,,2020-07-12 07:28,,2017-12-02 00:00,2023-04-28 04:26,,340,
UN0810,Roemah Boedi - Keputren 7,PR0298,2,2,,,,2020-07-12 07:28,,2017-12-02 00:00,2023-04-28 04:26,,338,
UN0811,Roemah Boedi - Keputren 8,PR0298,2,4,,,,2020-07-12 07:28,,2017-12-02 00:00,2023-04-28 04:26,,339,
UN0812,Roemah Boedi - Keputran 1,PR0298,2,3,,,,2019-01-23 00:00,,2017-12-02 00:00,2023-04-28 04:26,,341,
UN0813,Roemah Boedi - Keputran 2,PR0298,2,4,,,,2020-07-12 07:28,,2017-12-02 00:00,2023-04-28 04:26,,339,
UN0814,Royal Majestic 2BR,PR0247,2,1,,,,2017-12-31 00:00,,2017-12-30 00:00,2023-04-28 04:26,,342,
UN0815,Royal Majestic 3BR,PR0247,2,4,,,,2017-12-31 00:00,,2017-12-30 00:00,2023-04-28 04:26,,343,
UN0816,Rumah Eyang,PR0201,2,1,,,,2018-08-19 00:00,,2018-03-03 00:00,2023-04-28 04:26,,344,
UN0817,Rumah Lavia - Joglo,PR0150,2,2,,,,2018-01-01 00:00,,2017-12-31 00:00,2023-04-28 04:26,,346,
UN0818,Rumah Lavia - Omah Diandra 1,PR0150,2,3,,,,2018-01-01 00:00,,2017-12-31 00:00,2023-04-28 04:26,,347,
UN0819,Rumah Lavia - Omah Diandra 2,PR0150,2,1,,,,2018-01-01 00:00,,2017-12-31 00:00,2023-04-28 04:26,,348,
UN0820,Rumah Sarengat - 1 Double,PR0299,2,4,,,,2019-03-11 00:00,,2018-02-10 00:00,2023-04-28 04:26,,349,
UN0821,Rumah Sarengat - 2 Double,PR0299,2,3,,,,2018-09-15 00:00,,2018-09-13 00:00,2023-04-28 04:26,,350,
UN0822,Rumah Sarengat - 3 Twin,PR0299,2,2,,,,2019-03-11 00:00,,2018-02-10 00:00,2023-04-28 04:26,,351,
UN0823,Rumah Sarengat - 4 Double,PR0299,2,1,,,,2019-03-11 00:00,,2018-02-10 00:00,2023-04-28 04:26,,352,
UN0824,Rumah Sarengat - 5 Double,PR0299,2,4,,,,2019-03-11 00:00,,2018-02-10 00:00,2023-04-28 04:26,,349,
UN0825,Rumah Sarengat - 6 Double,PR0299,2,4,,,,2019-03-11 00:00,,2018-02-10 00:00,2023-04-28 04:26,,349,
UN0826,Rumah Sarengat - Full House,PR0299,2,2,,,,2019-06-08 00:00,,2018-02-10 00:00,2023-04-28 04:26,,351,
UN0827,Rumah Teteh Plemburan,PR0248,2,4,,,,2019-08-25 00:00,,2018-02-03 00:00,2023-04-28 04:26,,353,
